"No.","Time","Source","Destination","Protocol","Length","Info"
"5263","253.929228","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TCP","74","52746  >  443 [ACK] Seq=608 Ack=10372 Win=262144 Len=0"
"5264","253.932208","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TCP","74","[TCP ACKed unseen segment] 52746  >  443 [ACK] Seq=608 Ack=11742 Win=262144 Len=0"
"5265","253.932208","2600:140f:d800:1b9::b51","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","1444","[TCP Spurious Retransmission] 443  >  52746 [ACK] Seq=10372 Ack=608 Win=64512 Len=1370 [TCP PDU reassembled in 5273]"
"5266","253.934688","2600:140f:d800:1b9::b51","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","1444","443  >  52746 [PSH, ACK] Seq=11742 Ack=608 Win=64512 Len=1370 [TCP PDU reassembled in 5273]"
"5267","253.934689","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TCP","74","[TCP ACKed unseen segment] 52746  >  443 [ACK] Seq=608 Ack=14482 Win=262144 Len=0"
"5268","253.934689","2600:140f:d800:1b9::b51","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","1444","[TCP Spurious Retransmission] 443  >  52746 [ACK] Seq=13112 Ack=608 Win=64512 Len=1370 [TCP PDU reassembled in 5273]"
"5269","253.944994","2600:140f:d800:1b9::b51","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","1444","443  >  52746 [PSH, ACK] Seq=14482 Ack=608 Win=64512 Len=1370 [TCP PDU reassembled in 5273]"
"5270","253.944994","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TCP","74","52746  >  443 [ACK] Seq=608 Ack=15852 Win=262144 Len=0"
"5271","253.949689","2600:140f:d800:1b9::b51","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","2814","443  >  52746 [PSH, ACK] Seq=15852 Ack=608 Win=64512 Len=2740 [TCP PDU reassembled in 5273]"
"5272","253.949689","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TCP","74","52746  >  443 [ACK] Seq=608 Ack=18592 Win=262144 Len=0"
"5273","253.961153","2600:140f:d800:1b9::b51","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Application Data"
"5274","253.961153","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TCP","74","52746  >  443 [ACK] Seq=608 Ack=21332 Win=262144 Len=0"
"5275","253.963535","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TCP","74","52746  >  443 [FIN, ACK] Seq=608 Ack=21332 Win=262144 Len=0"
"5276","253.963535","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TCP","74","52746  >  443 [RST, ACK] Seq=609 Ack=21332 Win=0 Len=0"
"5277","253.974242","2600:140f:d800:1b9::b51","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","426","Application Data"
"5278","253.974242","23.41.205.251","192.168.61.38","TCP","66","443  >  52748 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1370 SACK_PERM WS=128"
"5279","253.974242","192.168.61.38","23.41.205.251","TCP","60","52748  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"5280","253.975454","192.168.61.38","23.41.205.251","TLSv1.2","328","Client Hello (SNI=www2.ati.com)"
"5281","253.978947","2404:6800:4003:c1c::bc","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","86","[TCP Keep-Alive ACK] 5228  >  52298 [ACK] Seq=1 Ack=2 Win=289 Len=0 SLE=1 SRE=2"
"5282","254.006032","23.41.205.251","192.168.61.38","TCP","60","443  >  52748 [ACK] Seq=1 Ack=275 Win=64128 Len=0"
"5283","254.014155","192.168.61.38","23.41.205.251","TCP","60","[TCP ACKed unseen segment] 52748  >  443 [ACK] Seq=275 Ack=1371 Win=262144 Len=0"
"5284","254.014155","23.41.205.251","192.168.61.38","TLSv1.2","1424","[TCP Spurious Retransmission] , Server Hello"
"5285","254.016746","23.41.205.251","192.168.61.38","TCP","1424","443  >  52748 [PSH, ACK] Seq=1371 Ack=275 Win=64128 Len=1370 [TCP PDU reassembled in 5286]"
"5286","254.016746","23.41.205.251","192.168.61.38","TLSv1.2","1239","Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"5287","254.016746","192.168.61.38","23.41.205.251","TCP","60","52748  >  443 [ACK] Seq=275 Ack=3926 Win=262144 Len=0"
"5288","254.019344","192.168.61.38","23.41.205.251","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"5289","254.027033","2600:140f:d800:1b9::b51","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","98","Application Data"
"5290","254.027033","2600:140f:d800:1b9::b51","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","74","443  >  52746 [FIN, ACK] Seq=21708 Ack=609 Win=64512 Len=0"
"5291","254.047349","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=102/26112, ttl=64 (no response found!)"
"5292","254.055579","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=102/26112, ttl=64 (reply in 5293)"
"5293","254.055579","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=102/26112, ttl=64 (request in 5292)"
"5294","254.055579","23.41.205.251","192.168.61.38","TCP","60","443  >  52748 [ACK] Seq=3926 Ack=401 Win=64128 Len=0"
"5295","254.070365","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=102/26112, ttl=64"
"5296","254.070365","23.41.205.251","192.168.61.38","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"5297","254.070365","192.168.61.38","23.41.205.251","TCP","60","52748  >  443 [ACK] Seq=401 Ack=4184 Win=261632 Len=0"
"5298","254.070365","192.168.61.38","23.41.205.251","TLSv1.2","351","Application Data"
"5299","254.108070","23.41.205.251","192.168.61.38","TLSv1.2","382","Application Data"
"5300","254.108071","192.168.61.38","23.41.205.251","TCP","60","52748  >  443 [ACK] Seq=698 Ack=4512 Win=261376 Len=0"
"5301","254.108071","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TCP","86","52749  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"5302","254.168356","2600:140f:d800:1b9::b51","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","86","443  >  52749 [SYN, ACK] Seq=0 Ack=1 Win=64800 Len=0 MSS=1370 SACK_PERM WS=128"
"5303","254.168357","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TCP","74","52749  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"5304","254.168357","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TLSv1.3","638","Client Hello (SNI=drivers.amd.com)"
"5305","254.248179","2600:140f:d800:1b9::b51","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","74","443  >  52749 [ACK] Seq=1 Ack=565 Win=64256 Len=0"
"5306","254.248179","2600:140f:d800:1b9::b51","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","329","Server Hello, Change Cipher Spec, Application Data, Application Data"
"5307","254.248179","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TCP","74","52749  >  443 [ACK] Seq=565 Ack=256 Win=261888 Len=0"
"5308","254.249434","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TLSv1.3","154","Change Cipher Spec, Application Data"
"5309","254.249435","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TLSv1.3","367","Application Data"
"5310","254.326536","2600:140f:d800:1b9::b51","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","74","443  >  52749 [ACK] Seq=256 Ack=645 Win=64256 Len=0"
"5311","254.326536","2600:140f:d800:1b9::b51","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","74","443  >  52749 [ACK] Seq=256 Ack=938 Win=64128 Len=0"
"5312","254.326536","2600:140f:d800:1b9::b51","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","345","Application Data"
"5313","254.326536","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TCP","74","52749  >  443 [ACK] Seq=938 Ack=527 Win=261376 Len=0"
"5314","254.688100","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TCP","74","52744  >  80 [RST, ACK] Seq=205 Ack=213 Win=0 Len=0"
"5315","254.688101","192.168.61.38","23.41.205.251","TCP","60","52748  >  443 [RST, ACK] Seq=698 Ack=4512 Win=0 Len=0"
"5316","254.688101","192.168.61.38","23.41.205.251","TCP","60","52743  >  80 [RST, ACK] Seq=105 Ack=194 Win=0 Len=0"
"5317","254.688101","192.168.61.38","23.41.205.251","TCP","60","52745  >  443 [RST, ACK] Seq=538 Ack=4501 Win=0 Len=0"
"5318","254.688101","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:140f:d800:1b9::b51","TCP","74","52749  >  443 [RST, ACK] Seq=938 Ack=527 Win=0 Len=0"
"5319","254.688101","192.168.61.38","23.41.205.251","TCP","60","52747  >  80 [RST, ACK] Seq=245 Ack=252 Win=0 Len=0"
"5320","254.721176","2600:140f:d800:1b9::b51","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","296","Application Data"
"5321","255.215386","192.168.61.38","224.0.0.251","MDNS","238","Standard query response 0x0000 PTR TheKiller._dosvc._tcp.local SRV 0 0 7680 TheKiller.local TXT"
"5322","255.220179","fe80::4180:257f:ca58:f03f","ff02::fb","MDNS","258","Standard query response 0x0000 PTR TheKiller._dosvc._tcp.local SRV 0 0 7680 TheKiller.local TXT"
"5323","255.220180","192.168.61.38","224.0.0.251","MDNS","87","Standard query 0x0000 ANY TheKiller._dosvc._tcp.local, ""QM"" question"
"5324","255.220180","fe80::4180:257f:ca58:f03f","ff02::fb","MDNS","107","Standard query 0x0000 ANY TheKiller._dosvc._tcp.local, ""QM"" question"
"5325","255.230038","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=103/26368, ttl=64 (no response found!)"
"5326","255.246196","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=103/26368, ttl=64 (reply in 5327)"
"5327","255.246196","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=103/26368, ttl=64 (request in 5326)"
"5328","255.255070","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=103/26368, ttl=64"
"5329","255.468850","192.168.61.38","224.0.0.251","MDNS","87","Standard query 0x0000 ANY TheKiller._dosvc._tcp.local, ""QM"" question"
"5330","255.468850","fe80::4180:257f:ca58:f03f","ff02::fb","MDNS","107","Standard query 0x0000 ANY TheKiller._dosvc._tcp.local, ""QM"" question"
"5331","255.719480","192.168.61.38","224.0.0.251","MDNS","87","Standard query 0x0000 ANY TheKiller._dosvc._tcp.local, ""QM"" question"
"5332","255.720489","fe80::4180:257f:ca58:f03f","ff02::fb","MDNS","107","Standard query 0x0000 ANY TheKiller._dosvc._tcp.local, ""QM"" question"
"5333","255.974096","192.168.61.38","224.0.0.251","MDNS","353","Standard query response 0x0000 PTR, cache flush TheKiller._dosvc._tcp.local SRV, cache flush 0 0 7680 TheKiller.local TXT, cache flush A, cache flush 192.168.61.38 AAAA, cache flush 2409:4050:2d17:a717:c45a:9fb2:5933:e556 AAAA, cache flush 2409:4050:2d17:a717:5919:d4b2:62b0:c143 AAAA, cache flush fe80::4180:257f:ca58:f03f"
"5334","255.974097","fe80::4180:257f:ca58:f03f","ff02::fb","MDNS","373","Standard query response 0x0000 PTR, cache flush TheKiller._dosvc._tcp.local SRV, cache flush 0 0 7680 TheKiller.local TXT, cache flush A, cache flush 192.168.61.38 AAAA, cache flush 2409:4050:2d17:a717:c45a:9fb2:5933:e556 AAAA, cache flush 2409:4050:2d17:a717:5919:d4b2:62b0:c143 AAAA, cache flush fe80::4180:257f:ca58:f03f"
"5335","255.974097","192.168.61.38","224.0.0.251","MDNS","295","Standard query response 0x0000 SRV, cache flush 0 0 7680 TheKiller.local TXT, cache flush A, cache flush 192.168.61.38 AAAA, cache flush 2409:4050:2d17:a717:c45a:9fb2:5933:e556 AAAA, cache flush 2409:4050:2d17:a717:5919:d4b2:62b0:c143 AAAA, cache flush fe80::4180:257f:ca58:f03f"
"5336","255.974097","fe80::4180:257f:ca58:f03f","ff02::fb","MDNS","315","Standard query response 0x0000 SRV, cache flush 0 0 7680 TheKiller.local TXT, cache flush A, cache flush 192.168.61.38 AAAA, cache flush 2409:4050:2d17:a717:c45a:9fb2:5933:e556 AAAA, cache flush 2409:4050:2d17:a717:5919:d4b2:62b0:c143 AAAA, cache flush fe80::4180:257f:ca58:f03f"
"5337","256.570042","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=104/26624, ttl=64 (no response found!)"
"5338","256.578170","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=104/26624, ttl=64 (reply in 5339)"
"5339","256.584408","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=104/26624, ttl=64 (request in 5338)"
"5340","256.594188","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=104/26624, ttl=64"
"5341","257.448539","192.168.61.38","162.159.138.232","TCP","60","[TCP Keep-Alive] 51884  >  443 [ACK] Seq=2210 Ack=784 Win=252 Len=1"
"5342","257.520184","162.159.138.232","192.168.61.38","TCP","66","[TCP Keep-Alive ACK] 443  >  51884 [ACK] Seq=784 Ack=2211 Win=21 Len=0 SLE=2210 SRE=2211"
"5343","257.639602","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=105/26880, ttl=64 (no response found!)"
"5344","257.645758","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=105/26880, ttl=64 (reply in 5345)"
"5345","257.648718","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=105/26880, ttl=64 (request in 5344)"
"5346","257.655806","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=105/26880, ttl=64"
"5347","258.574529","162.159.134.234","192.168.61.38","TLSv1.2","145","Application Data"
"5348","258.574529","162.159.134.234","192.168.61.38","TLSv1.2","177","Application Data"
"5349","258.574529","192.168.61.38","162.159.134.234","TCP","60","52733  >  443 [ACK] Seq=1818 Ack=28270 Win=251 Len=0"
"5350","258.657996","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=106/27136, ttl=64 (no response found!)"
"5351","258.665843","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=106/27136, ttl=64 (reply in 5352)"
"5352","258.668435","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=106/27136, ttl=64 (request in 5351)"
"5353","258.682617","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=106/27136, ttl=64"
"5354","259.669302","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=107/27392, ttl=64 (no response found!)"
"5355","259.678174","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=107/27392, ttl=64 (reply in 5356)"
"5356","259.681412","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=107/27392, ttl=64 (request in 5355)"
"5357","259.686878","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=107/27392, ttl=64"
"5358","259.980755","162.159.134.234","192.168.61.38","TLSv1.2","158","Application Data"
"5359","260.025885","192.168.61.38","162.159.134.234","TCP","60","52733  >  443 [ACK] Seq=1818 Ack=28374 Win=256 Len=0"
"5360","260.372442","192.168.61.38","192.168.61.255","UDP","86","57621  >  57621 Len=44"
"5361","260.670916","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=108/27648, ttl=64 (no response found!)"
"5362","260.676934","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=108/27648, ttl=64 (reply in 5363)"
"5363","260.681568","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=108/27648, ttl=64 (request in 5362)"
"5364","260.686072","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=108/27648, ttl=64"
"5365","261.240938","PCSSystemtec_d2:26:79","PCSSystemtec_8a:8f:e4","ARP","60","192.168.61.104 is at 08:00:27:d2:26:79"
"5366","261.240939","PCSSystemtec_d2:26:79","36:46:14:5a:86:a7","ARP","60","192.168.61.44 is at 08:00:27:d2:26:79"
"5367","261.302046","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","75","[TCP Keep-Alive] 52741  >  443 [ACK] Seq=2827 Ack=3990412 Win=1052160 Len=1"
"5368","261.333266","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","86","[TCP Keep-Alive ACK] 443  >  52741 [ACK] Seq=3990412 Ack=2828 Win=64128 Len=0 SLE=2827 SRE=2828"
"5369","262.102263","162.159.134.234","192.168.61.38","TLSv1.2","229","Application Data"
"5370","262.102263","162.159.134.234","192.168.61.38","TLSv1.2","101","Application Data"
"5371","262.102263","162.159.134.234","192.168.61.38","TLSv1.2","96","Application Data"
"5372","262.102263","192.168.61.38","162.159.134.234","TCP","60","52733  >  443 [ACK] Seq=1818 Ack=28638 Win=255 Len=0"
"5373","262.181408","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=109/27904, ttl=64 (no response found!)"
"5374","262.210194","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=109/27904, ttl=64 (reply in 5375)"
"5375","262.210195","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=109/27904, ttl=64 (request in 5374)"
"5376","262.210195","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=109/27904, ttl=64"
"5377","262.746457","192.168.61.38","203.17.244.55","TCP","60","[TCP Keep-Alive] 51964  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"5378","262.931241","203.17.244.55","192.168.61.38","TCP","60","[TCP Keep-Alive] 443  >  51964 [ACK] Seq=0 Ack=2 Win=11 Len=0"
"5379","262.931242","192.168.61.38","203.17.244.55","TCP","60","[TCP Keep-Alive ACK] 51964  >  443 [ACK] Seq=2 Ack=1 Win=256 Len=0"
"5380","262.976956","203.17.244.55","192.168.61.38","TCP","66","[TCP Dup ACK 14#24] 443  >  51964 [ACK] Seq=1 Ack=2 Win=11 Len=0 SLE=1 SRE=2"
"5381","263.183044","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=110/28160, ttl=64 (no response found!)"
"5382","263.189336","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=110/28160, ttl=64 (reply in 5383)"
"5383","263.191879","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=110/28160, ttl=64 (request in 5382)"
"5384","263.198299","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=110/28160, ttl=64"
"5385","264.009929","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2603:1040:a06:6::1","TLSv1.2","174","Ignored Unknown Record"
"5386","264.062912","162.159.134.234","192.168.61.38","TLSv1.2","111","Application Data"
"5387","264.082517","2603:1040:a06:6::1","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.2","244","Application Data"
"5388","264.098019","192.168.61.38","162.159.134.234","TCP","60","52733  >  443 [ACK] Seq=1818 Ack=28695 Win=255 Len=0"
"5389","264.123517","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2603:1040:a06:6::1","TCP","74","51874  >  443 [ACK] Seq=102 Ack=171 Win=253 Len=0"
"5390","264.238739","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=111/28416, ttl=64 (no response found!)"
"5391","264.243191","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=111/28416, ttl=64 (reply in 5392)"
"5392","264.248464","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=111/28416, ttl=64 (request in 5391)"
"5393","264.249860","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=111/28416, ttl=64"
"5394","264.379212","162.159.134.234","192.168.61.38","TLSv1.2","180","Application Data"
"5395","264.419793","192.168.61.38","162.159.134.234","TCP","60","52733  >  443 [ACK] Seq=1818 Ack=28821 Win=255 Len=0"
"5396","265.618165","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=112/28672, ttl=64 (no response found!)"
"5397","265.626650","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=112/28672, ttl=64 (reply in 5398)"
"5398","265.628846","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=112/28672, ttl=64 (request in 5397)"
"5399","265.643071","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=112/28672, ttl=64"
"5400","265.712278","192.168.61.38","192.168.61.104","DNS","82","Standard query 0xc05e A store.steampowered.com"
"5401","265.712279","192.168.61.38","192.168.61.104","DNS","82","Standard query 0xf471 AAAA store.steampowered.com"
"5402","265.715188","192.168.61.104","192.168.61.38","DNS","82","Standard query response 0xf471 AAAA store.steampowered.com"
"5403","265.766098","162.159.134.234","192.168.61.38","TLSv1.2","177","Application Data"
"5404","265.801790","192.168.61.38","192.168.61.104","DNS","82","Standard query 0xc05e A store.steampowered.com"
"5405","265.810640","192.168.61.38","162.159.134.234","TCP","60","52733  >  443 [ACK] Seq=1818 Ack=28944 Win=254 Len=0"
"5406","265.894373","192.168.61.104","192.168.61.38","DNS","98","Standard query response 0xc05e A store.steampowered.com A 23.35.37.80"
"5407","265.896622","192.168.61.38","23.35.37.80","TCP","66","52750  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"5408","265.933061","23.35.37.80","192.168.61.38","TCP","66","443  >  52750 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1370 SACK_PERM WS=128"
"5409","265.933061","192.168.61.38","23.35.37.80","TCP","60","52750  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"5410","265.934904","192.168.61.38","23.35.37.80","TLSv1.3","338","Client Hello (SNI=store.steampowered.com)"
"5411","265.983162","23.35.37.80","192.168.61.38","TCP","60","443  >  52750 [ACK] Seq=1 Ack=285 Win=64128 Len=0"
"5412","265.987243","23.35.37.80","192.168.61.38","TLSv1.3","2794","Server Hello, Change Cipher Spec, Application Data"
"5413","265.987244","23.35.37.80","192.168.61.38","TLSv1.3","1082","Application Data, Application Data, Application Data"
"5414","265.987244","192.168.61.38","23.35.37.80","TCP","60","52750  >  443 [ACK] Seq=285 Ack=3769 Win=65536 Len=0"
"5415","265.990793","192.168.61.38","23.35.37.80","TLSv1.3","134","Change Cipher Spec, Application Data"
"5416","265.996773","192.168.61.38","23.35.37.80","TLSv1.3","194","Application Data"
"5417","266.031437","23.35.37.80","192.168.61.38","TCP","60","443  >  52750 [ACK] Seq=3769 Ack=365 Win=64128 Len=0"
"5418","266.031437","23.35.37.80","192.168.61.38","TCP","60","443  >  52750 [ACK] Seq=3769 Ack=505 Win=64128 Len=0"
"5419","266.033457","23.35.37.80","192.168.61.38","TLSv1.3","341","Application Data"
"5420","266.033457","23.35.37.80","192.168.61.38","TLSv1.3","341","Application Data"
"5421","266.033457","192.168.61.38","23.35.37.80","TCP","60","52750  >  443 [ACK] Seq=505 Ack=4343 Win=65024 Len=0"
"5422","266.581879","23.35.37.80","192.168.61.38","TLSv1.3","685","Application Data"
"5423","266.614740","192.168.61.38","23.35.37.80","TCP","60","52750  >  443 [ACK] Seq=505 Ack=4974 Win=64512 Len=0"
"5424","266.624841","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=113/28928, ttl=64 (no response found!)"
"5425","266.628829","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:1901:1:a8::","TLSv1.2","117","Application Data"
"5426","266.637628","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=113/28928, ttl=64 (reply in 5427)"
"5427","266.637628","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=113/28928, ttl=64 (request in 5426)"
"5428","266.637628","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=113/28928, ttl=64"
"5429","266.668981","2600:1901:1:a8::","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","74","443  >  51885 [ACK] Seq=3637 Ack=388 Win=272 Len=0"
"5430","266.785421","2600:1901:1:a8::","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.2","114","Application Data"
"5431","266.824777","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:1901:1:a8::","TCP","74","51885  >  443 [ACK] Seq=388 Ack=3677 Win=256 Len=0"
"5432","267.213676","162.159.134.234","192.168.61.38","TLSv1.2","209","Application Data"
"5433","267.254564","192.168.61.38","162.159.134.234","TCP","60","52733  >  443 [ACK] Seq=1818 Ack=29099 Win=254 Len=0"
"5434","267.946197","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=114/29184, ttl=64 (no response found!)"
"5435","267.955840","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=114/29184, ttl=64 (reply in 5436)"
"5436","267.960587","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=114/29184, ttl=64 (request in 5435)"
"5437","267.963945","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=114/29184, ttl=64"
"5438","268.999137","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=115/29440, ttl=64 (no response found!)"
"5439","269.007451","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=115/29440, ttl=64 (reply in 5440)"
"5440","269.011019","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=115/29440, ttl=64 (request in 5439)"
"5441","269.015403","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=115/29440, ttl=64"
"5442","270.596144","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=116/29696, ttl=64 (no response found!)"
"5443","270.610715","192.168.61.44","192.168.61.104","ICMP","98","Echo (ping) request  id=0x078a, seq=116/29696, ttl=64 (reply in 5444)"
"5444","270.610715","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=116/29696, ttl=64 (request in 5443)"
"5445","270.618170","192.168.61.104","192.168.61.44","ICMP","98","Echo (ping) reply    id=0x078a, seq=116/29696, ttl=64"
